run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openrouter_20260729T122215495180,v1,v1+pae24d3c60694+t961553152fa3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T122215495180,v1,v1+pae24d3c60694+t961553152fa3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T122215495180,v1,v1+pae24d3c60694+t961553152fa3,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G01_trend_hype_vs_reality,False,wrong_tool,missing_tool_call,lookup|social_search|papers|evidence_judge,clarify,False,False,False,missing tool call lookup; missing tool call social_search; missing tool call papers; missing tool call evidence_judge; extra tool call clarify
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G02_need_clarify_scope,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G03_specific_account_review,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G04_multi_trend_evidence,True,wrong_tool,missing_tool_call,lookup|social_search|evidence_judge,evidence_judge,False,False,False,"missing tool call lookup; missing tool call social_search; topic: expected 'AI startup trend Vietnam', got 'AI trends in Vietnamese startups'"
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G05_multi_summary_refine,True,wrong_tool,wrong_arg_value,lookup|evidence_judge,lookup|social_search|papers,False,False,False,"query: expected 'AI agent trend 2026', got 'AI agents 2026'; timeframe: expected 'month', got 'year'; missing tool call evidence_judge; extra tool call social_search; extra tool call papers"
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G06_multi_risk_focus,True,wrong_tool,missing_tool_call,lookup|social_search|evidence_judge,social_search,False,False,False,"missing tool call lookup; query: expected 'AI generated content risk', got 'AI generated content risks'; missing tool call evidence_judge"
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G07_multi_marketing_vietnam,True,wrong_tool,wrong_arg_value,lookup|social_search|evidence_judge,social_search|lookup,False,False,False,"query: expected 'AI marketing Vietnam social media', got 'AI marketing Việt Nam'; timeframe: expected 'month', got 'week'; query: expected 'AI marketing Vietnam', got 'AI marketing Việt Nam'; missing tool call evidence_judge"
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G08_out_of_scope_opinion,False,out_of_scope,unexpected_tool_call,no_tool,clarify,False,False,False,expected no tool call
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G09_need_clarify_example,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T122005898326,v2,v2+pae24d3c60694+t961553152fa3,group,G10_trend_with_url,False,wrong_tool,missing_tool_call,fetch|evidence_judge,fetch,False,False,False,missing tool call evidence_judge
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G01_trend_hype_vs_reality,False,wrong_tool,missing_tool_call,lookup|social_search|papers|evidence_judge,clarify,False,False,False,missing tool call lookup; missing tool call social_search; missing tool call papers; missing tool call evidence_judge; extra tool call clarify
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G02_need_clarify_scope,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G03_specific_account_review,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G04_multi_trend_evidence,True,wrong_tool,missing_tool_call,lookup|social_search|evidence_judge,evidence_judge|evidence_judge,False,False,False,"missing tool call lookup; missing tool call social_search; topic: expected 'AI startup trend Vietnam', got 'AI trends in Vietnamese startups'; extra tool call evidence_judge"
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G05_multi_summary_refine,True,wrong_tool,wrong_arg_value,lookup|evidence_judge,lookup|social_search|papers,False,False,False,"query: expected 'AI agent trend 2026', got 'AI agents 2026'; timeframe: expected 'month', got 'year'; missing tool call evidence_judge; extra tool call social_search; extra tool call papers"
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G06_multi_risk_focus,True,wrong_tool,missing_tool_call,lookup|social_search|evidence_judge,social_search,False,False,False,"missing tool call lookup; query: expected 'AI generated content risk', got 'AI generated content risks'; missing tool call evidence_judge"
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G07_multi_marketing_vietnam,True,wrong_tool,wrong_arg_value,lookup|social_search|evidence_judge,social_search|lookup,False,False,False,"query: expected 'AI marketing Vietnam social media', got 'AI marketing Việt Nam'; timeframe: expected 'month', got 'week'; query: expected 'AI marketing Vietnam', got 'AI marketing Việt Nam'; missing tool call evidence_judge"
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G08_out_of_scope_opinion,False,out_of_scope,unexpected_tool_call,no_tool,clarify,False,False,False,expected no tool call
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G09_need_clarify_example,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T122239871537,v2,v2+pae24d3c60694+t961553152fa3,group,G10_trend_with_url,False,wrong_tool,missing_tool_call,fetch|evidence_judge,fetch,False,False,False,missing tool call evidence_judge
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122047846558,v3,v3+pae24d3c60694+t961553152fa3,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T122319464106,v3,v3+pae24d3c60694+t961553152fa3,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
